1.046106e+01 1.948938e+01 -5.975442e+00
3.620366e+00 2.015658e+01 -4.061012e+00
-6.935172e+00 8.507151e+00 5.362483e+00
5.188981e+00 1.383694e+01 -2.624471e+00
-5.485658e+00 1.666570e+01 -8.885549e+00
8.295729e+00 7.627713e+00 1.061730e+01
1.049634e+01 5.859170e+00 -5.923780e+00
-9.359137e+00 3.280187e+00 4.932396e-01
-7.054772e+00 6.392455e+00 5.237111e+00
-9.477035e+00 6.837499e+00 -1.064663e+00
3.026157e+00 1.174687e+01 -4.372749e+00
6.111980e+00 1.384341e+01 2.763943e+00
-3.297110e+00 1.654955e-01 7.578172e+00
3.064424e-02 1.446976e+01 1.413497e+01
1.843325e+00 2.472457e+00 1.388333e+01
3.663364e+00 4.939728e+00 6.349713e+00
-9.451296e+00 9.767428e+00 -2.938972e-01
1.233370e+01 1.988029e+01 -1.601504e+00
1.076147e+01 7.366487e+00 -5.515867e+00
3.023111e+00 1.793292e+01 6.792932e+00
4.339025e+00 2.019178e+00 5.755720e+00
5.709681e+00 1.636511e+01 3.827172e+00
-9.288014e+00 9.926130e+00 8.835032e-01
-3.933679e+00 1.271984e+01 -9.860285e+00
-4.927655e+00 2.906699e+00 6.894606e+00
1.142816e+01 7.010283e+00 -4.290980e+00
-2.095643e+00 5.974202e+00 -1.059503e+01
1.089347e+01 1.813025e+01 -5.298425e+00
2.178239e+00 1.089328e+01 -1.097743e+01
1.028771e+00 3.168769e+00 1.402627e+01
-9.466059e+00 5.949496e-01 -1.456295e+00
-7.879174e+00 8.737036e+00 -6.320227e+00
1.160425e+01 1.260060e+01 -3.900156e+00
-1.130510e+00 6.730946e-02 -1.083276e+01
1.155523e+01 5.317395e+00 6.063801e+00
3.415248e+00 2.073553e+01 -4.179585e+00
1.195578e+01 8.650780e+00 5.010410e+00
-9.177541e+00 7.242374e+00 -3.369914e+00
-5.158371e+00 1.302840e+01 6.762863e+00
1.365200e+00 4.875457e+00 -1.103454e+01
7.978105e+00 9.867581e+00 -8.616101e+00
1.163548e+00 1.798682e+01 -4.810981e+00
1.172814e+01 1.565731e+01 5.642263e+00
1.456526e+00 5.916825e+00 -4.791014e+00
1.254046e+01 4.160405e-01 2.281744e+00
6.675869e+00 5.344595e+00 1.187756e+01
1.240231e+01 1.019136e+01 3.258912e+00
1.260531e+01 7.097764e-01 8.717071e-01
-9.476406e+00 1.872307e+01 -8.648109e-01
1.694053e+00 7.385857e+00 -1.101866e+01
-9.477294e+00 1.330197e+01 -9.926741e-01
1.025998e+01 9.787373e+00 8.386842e+00
-4.923936e+00 1.549077e+00 6.896651e+00
-1.989697e+00 1.938378e+01 7.853986e+00
9.258646e+00 3.493425e+00 -7.457197e+00
