2.726204e-01 1.055361e+00 7.659232e-01 1.087690e-01 1.103566e+00 1.856228e-01 7.803074e-01 7.736848e-01 -1.364469e-01 1.040238e+00 8.608387e-01 -1.780061e-01 -1.503083e-01 1.044372e+00 1.192940e+00 1.108981e-01 1.270051e+00 1.058378e+00 7.452789e-01 2.253369e-01 1.524918e-01 9.631410e-01 1.072517e+00 -2.323324e-02 5.144729e-02
3.295056e-01 1.067367e+00 1.192296e+00 2.517198e-02 1.238153e+00 1.017988e-01 8.553963e-01 1.114473e+00 1.843232e-01 8.087796e-01 1.000177e+00 -8.885520e-02 1.363604e-01 8.747914e-01 9.765127e-01 1.258780e-02 9.803370e-01 1.033230e+00 8.012690e-01 3.131795e-02 1.136977e-02 1.042563e+00 1.152856e+00 -3.043302e-01 9.504479e-02
-1.400110e-01 8.389963e-01 7.222074e-01 1.718855e-01 1.264574e+00 -5.213908e-02 1.128594e+00 1.035128e+00 -1.368768e-01 8.565367e-01 9.761633e-01 3.591081e-03 3.471536e-02 1.001804e+00 1.231377e+00 -1.740949e-01 7.612414e-01 1.220626e+00 9.794996e-01 -7.490648e-02 1.125774e-01 1.032727e+00 9.584109e-01 1.474128e-01 -3.557180e-01
-1.460885e-02 1.112961e+00 9.590759e-01 5.610821e-02 1.141961e+00 7.774128e-02 1.162129e+00 1.084788e+00 1.668105e-01 1.145049e+00 1.021220e+00 1.003801e-01 1.121590e-01 9.925624e-01 9.095168e-01 1.059579e-01 8.524917e-01 1.074348e+00 1.064108e+00 -3.090613e-02 -2.882810e-02 8.681592e-01 9.728213e-01 2.592856e-01 8.231952e-02
6.491263e-02 1.021513e+00 9.326663e-01 2.049784e-01 1.091843e+00 -4.519545e-02 1.091162e+00 1.090681e+00 -3.313936e-02 1.046261e+00 1.203986e+00 -1.413594e-01 -8.044137e-02 9.861260e-01 1.030231e+00 2.374492e-01 9.809174e-01 1.069525e+00 1.022583e+00 -7.172846e-02 -2.571271e-01 1.134454e+00 1.247386e+00 -1.225078e-01 1.277140e-01
5.755420e-02 1.094575e+00 8.948418e-01 -1.107460e-01 1.166616e+00 -6.794308e-02 1.229626e+00 9.473252e-01 -6.444808e-02 1.018564e+00 1.205776e+00 4.610629e-02 1.172176e-01 1.057975e+00 1.243408e+00 1.957544e-01 1.101506e+00 1.190197e+00 9.715908e-01 1.507865e-01 -5.049716e-02 1.125475e+00 1.018494e+00 -2.641988e-01 1.036841e-01
-7.465921e-02 1.208917e+00 7.329567e-01 -1.526371e-01 1.032937e+00 8.598667e-03 1.200855e+00 9.114951e-01 9.069009e-02 9.301314e-01 7.907833e-01 1.104835e-01 -2.750986e-02 8.942084e-01 1.064573e+00 1.440801e-01 9.444623e-01 8.514711e-01 1.088000e+00 -2.550885e-02 9.935759e-02 9.848619e-01 1.120497e+00 -9.622083e-02 1.788342e-01
-1.497881e-01 1.165026e+00 1.221319e+00 -9.911240e-02 8.363789e-01 9.216785e-02 1.196045e+00 9.737069e-01 -6.245643e-02 9.157291e-01 8.209364e-01 -1.632995e-01 -1.017644e-01 9.763079e-01 1.199227e+00 -2.770538e-02 1.055709e+00 9.902668e-01 8.770664e-01 6.117663e-02 -1.514433e-01 1.033789e+00 9.651994e-01 -1.860712e-01 2.277452e-01
2.117983e-01 9.765353e-01 1.343103e+00 -8.648640e-02 1.193927e+00 -2.630878e-02 9.415885e-01 1.010598e+00 -6.273424e-02 1.127301e+00 1.325370e+00 -1.068081e-01 2.065394e-01 9.588272e-01 1.327320e+00 2.036446e-03 9.095530e-01 1.069640e+00 8.785189e-01 2.581614e-02 -5.416028e-02 1.006221e+00 8.713640e-01 -1.328289e-01 3.853761e-01
-1.876220e-02 1.116617e+00 1.068980e+00 -8.412188e-02 9.185255e-01 -1.711046e-01 8.946948e-01 1.339259e+00 1.268465e-01 9.193237e-01 7.637055e-01 -1.790187e-01 -1.387724e-01 1.063494e+00 1.122971e+00 -6.946441e-02 1.110449e+00 1.094897e+00 1.018013e+00 -3.705276e-02 2.029523e-02 9.548962e-01 8.775103e-01 1.014746e-01 -9.219373e-02
